monarchrunid,ctmmlabel,ctmmsuccess,map,year,monarchid,runid,releasesiteid_arcmap,releasesiteid_repid,releasesiteid,monarchcatchsite,monarchcatchdate,monarchmass,trialdate,dayscaptive,trialsite,samecatchtrial,attachment,transmitterid,transantenna,experiment,temp,tempc,cloud,windspeed,windkph,winddirection,starttime,endtime,timeobs,secobserved,numpoints,firstlandon,15mindud,dudtime,finaldud,Responsiveness,Release,releaselandclass,releaseN,releaseE,lastN,lastE,lastlandcover,euclidiandistance,euclidianbearing,total.distance,stepover50,stepclass50,numstepsover50,stepover100,avgstep,turnstdev,step01,step02,step03,step04,step05,step06,step07,step08,step09,step10,step11,step12,step13,step14,step15,step16,step17,step18,step19,step20,step21,step22,step23,step24,step25,step26,step27,step28,step29,step30,step31,step32,step33,step34,step35,turn01,turn02,turn03,turn04,turn05,turn06,turn07,turn08,turn09,turn10,turn11,turn12,turn13,turn14,turn15,turn16,turn17,turn18,turn19,turn20,turn21,turn22,turn23,turn24,turn25,turn26,turn27,turn28,turn29,turn30,turn31,turn32,turn33,turn34,bearing01,bearing02,bearing03,bearing04,bearing05,bearing06,bearing07,bearing08,bearing09,bearing10,bearing11,bearing12,bearing13,bearing14,bearing15,bearing16,bearing17,bearing18,bearing19,bearing20,bearing21,bearing22,bearing23,bearing24,bearing25,bearing26,bearing27,bearing28,bearing29,bearing30,bearing31,bearing32,bearing33,bearing34,bearing35,windbearing,remaincross,freqcross,timebefore50mstep,timebeforecross,totalpts,croppts,edge5mpts,poorpts,richpts,totaltime,croptime,edge5mtime,poortime,richtime,firstbigsteplength,durationtofirstbigstep,stepspriortofirstbig,bigcrossfrom,bigcrossto,biginitiatefromrelease
19049b,aj,yes,yes,2019,19049,b,11,6,6,GM,7/15/2019,NA,7/17/2019,2,GM,y,none,NA,,habitatutilization,81.8,27.66666667,mostly cloudy,0.8,1.2872,NNE,9:46:00,9:57:45,0:11:45,705,8,oxeye sunflower,fly,NA,fly,Responsive,prairie,rich,4751726.422,525694.889,525722.3372,4751771.005,prairie,52.35501478,31.61915979,60.3794451,over50,> 50 m,1,under100,12.07588902,47.60744347,3.395402075,0.801808181,2.184205998,1.643014063,52.35501478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-73.33981091,-106.1131858,-29.24653337,1.836647648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.4820422,165.1422313,59.02904551,29.78251214,31.61915979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,cross,1,275,275,6,0,0,0,6,610,0,0,0,610,52.35501478,275,4,rich,exit,yes
19051b,am,yes,yes,2019,19051,b,11,6,6,GM,7/15/2019,0.3269,7/17/2019,2,GM,y,none,NA,,habitatutilization,82.8,28.22222222,cloudy,3.1,4.9879,NNE,10:21:00,10:32:00,0:11:00,660,12,grey headed coneflower,fly,NA,fly,Responsive,prairie,rich,4751726.343,525694.3631,525844.3083,4751957.131,prairie,275.2211183,33.01217284,285.9755916,over50,> 50 m,2,over100,71.49389789,128.2295117,217.372735,5.243444765,59.77783635,3.581575441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.6416659,-117.1615154,-42.53119882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.22401173,161.8656776,44.70416223,2.172963414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,cross,1,390,478,5,0,0,2,3,522,0,0,88,434,,,,,,
19073a,av,yes,yes,2019,19073,a,11,6,6,GM,7/17/2019,NA,7/20/2019,3,GM,y,none,NA,,habitatutilization,84.6,29.22222222,mostly cloudy,5.1,8.2059,NNE,8:00:00,8:06:48,0:06:48,408,7,oxeye sunflower,fly,NA,fly,Responsive,prairie,rich,4751699.717,525658.0695,525602.8702,4751758.144,prairie,80.37833694,316.6271222,84.48721648,under50,< 50 m,0,under100,14.08120275,33.88443076,5.507127094,16.29340494,8.507822433,3.950503897,2.402216218,47.8261419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.8382602,10.4776069,22.88305244,-31.82227748,40.87559198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.2220732,287.383813,297.8614199,320.7444723,288.9221948,329.7977868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,cross,1,,377,7,0,1,0,6,378,0,1,0,377,,,,,,
19140a,ce,yes,yes,2019,19140,a,11,6,6,GM,7/24/2019,0.3324,7/27/2019,3,GM,y,none,NA,,habitatutilization,87.2,30.66666667,clear,2,3.218,E,10:01:00,10:21:00,0:20:00,1200,14,grass,fly,NA,fly,Responsive,prairie,rich,4751707.539,525615.7657,525600.5031,4751729.234,na,26.52583616,324.8733177,142.3024243,over50,> 50 m,1,under100,10.94634033,125.6671417,1.164210101,1.481372674,2.282217465,0.734080575,1.65508504,1.842852845,0.828582138,1.877027813,3.955442964,19.1368587,67.9732096,8.132901896,31.23858252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.91260582,-131.6498046,-153.864907,-37.40145088,151.3402696,-174.626215,-22.04392599,169.1326659,-129.7692633,106.4468842,73.99185822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.0876038,192.0002097,60.35040503,266.485498,229.0840472,20.4243168,205.7981018,183.7541758,352.8868417,223.1175785,344.6169623,91.06384657,165.0557048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,cross,2,1028,1028,15,0,2,0,13,1119,0,90,0,1029,67.9732096,1028,11,rich,crop,yes
19142a,cf,yes,yes,2019,19142,a,11,6,6,GM,7/24/2019,NA,7/27/2019,3,GM,y,none,NA,,habitatutilization,86.2,30.11111111,clear,1.5,2.4135,E,11:15:00,11:26:35,0:11:35,695,15,grass,fly,NA,fly,Responsive,prairie,rich,4751707.347,525615.474,525536.9656,4751807.255,na,127.0636743,321.8394911,185.6630007,over50,> 50 m,1,under100,15.47191672,48.7812276,0.520130791,22.24760599,4.600135725,12.45801567,11.92939921,7.910547795,0.966129002,7.597607187,13.27111849,8.841458381,0.481025987,94.83982646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.25367381,59.22622017,-46.71834687,17.94174876,34.22272901,68.70954377,-79.06235751,21.57810537,4.137372401,46.05976106,-2.235104855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.2471188,234.5007926,293.7270128,247.0086659,264.9504147,299.1731437,7.882687448,288.8203299,310.3984353,314.5358077,0.595568774,358.3604639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,cross,2,634,337,13,0,1,7,5,635,0,1,297,337,94.83982646,634,12,poor,exit,no
19143a,cg,yes,yes,2019,19143,a,11,6,6,GM,7/24/2019,0.4111,7/27/2019,3,GM,y,transmitter,12,bent,habitatutilization,93,33.88888889,clear,1,1.609,E,12:26:00,13:36:00,1:10:00,4200,11,wild bergamot,fly,NA,fly,Responsive,prairie,rich,4751707.418,525615.9569,525561.1498,4751789.016,na,98.2957365,326.1118438,101.9824941,over50,> 50 m,1,under100,12.74781177,30.51057791,0.7089426,0.983154698,0.618942356,0.969005103,0.958647923,2.921511118,1.922115826,92.9001745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.06959332,-31.20022373,27.64339283,21.11125019,41.31851574,-23.1424911,34.52152311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.0250696,259.094663,227.8944392,255.5378321,276.6490823,317.967598,294.8251069,329.34663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,cross,1,2319,2319,9,1,0,0,8,2320,1,0,0,2319,92.9001745,2319,7,rich,exit,yes
19149b,ck,yes,no,2019,19149,b,12,2,7,GM,7/26/2019,NA,7/28/2019,2,GM,y,none,NA,,habitatutilization,89.1,31.72222222,mostly cloudy,7.1,11.4239,N,11:49:00,12:06,0:17:00,1020,5,grass,fly,NA,fly,Responsive,prairie,rich,4751791.504,525517.1878,525466.1224,4751834.397,prairie,66.68946338,310.0289857,70.13862103,under50,< 50 m,0,under100,17.53465526,165.4358852,20.6995615,1.841347119,1.400887323,46.19682509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.738540432,-174.5062128,156.1677092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.2322466,322.9707871,148.4645743,304.6322834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,cross,1,,979,5,0,3,1,1,980,0,954,1,25,,,,,,
19151a,cl,yes,yes,2019,19151,a,12,2,7,GM,7/26/2019,0.2704,7/28/2019,2,GM,y,transmitter,12,bent,habitatutilization,83.5,28.61111111,mostly clear,2.6,4.1834,N,10:29:00,11:20:06,0:51:06,3066,6,grass,fly,NA,fly,Responsive,prairie,rich,4751791.631,525517.2017,525539.5887,4751801.3,na,24.38580181,66.64036618,31.74921436,under50,< 50 m,0,under100,6.349842872,111.2516686,1.648137203,6.068163231,13.3530133,10.32004842,0.359852206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.2820839,11.40235683,-68.56248578,-124.1014556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.6352715,83.91735547,95.3197123,26.75722652,262.6557709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,cross,2,,1154,6,0,2,0,4,3056,0,1902,0,1154,,,,,,
19153a,cm,yes,yes,2019,19153,a,,2,7,GM,7/27/2019,NA,7/28/2019,1,GM,y,none,NA,,habitatutilization,92.1,33.38888889,mostly cloudy,6.4,10.2976,N,12:28:00,13:00:40,0:32:40,1960,23,wild bergamot,fly,NA,fly,Responsive,prairie,rich,4751791.817,525517.516,525490.049,4751712.244,prairie,84.18015454,199.0436449,134.3074407,over50,> 50 m,1,under100,6.395592412,85.97181926,0.689524046,2.896807596,7.883978517,0.469643705,2.379397245,7.958966418,8.661934521,0.706948152,6.752803158,3.652198795,2.348175368,1.803387435,2.549690626,0.89568624,0.720350637,0.745677015,14.08821864,5.950171165,3.292810326,0.899661164,58.96140989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.60948992,-80.10168325,-59.85073539,45.57390835,29.60356172,-129.9085361,38.21958275,-10.03097299,61.20184165,-9.129830966,96.89843292,-11.28850466,-22.93312922,-111.6215482,80.52372311,87.52119183,138.7969815,145.8566792,-125.3244282,104.0790701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.7410211,288.350511,208.2488278,148.3980924,193.9720007,223.5755625,93.66702639,131.8866091,121.8556362,183.0574778,173.9276468,270.8260798,259.5375751,236.6044459,124.9828977,205.5066208,293.0278126,71.82479408,217.6814732,92.35704504,196.4361151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,cross,1,1791,1791,22,0,2,1,19,1792,0,30,1,1761,58.96140989,1791,20,rich,exit,yes
19049a,ai,no,yes,2019,19049,a,11,6,6,GM,7/15/2019,NA,7/16/2019,1,GM,y,transmitter,90,bent,habitatutilization,75.6,24.22222222,mostly clear,3.2,5.1488,NNE,9:18:00,9:29:13,0:11:13,673,3,grass,fly,NA,fly,Responsive,prairie,rich,4751729.856,525684.7229,525689.361,4751731.293,na,4.85560919,72.78570441,4.855797419,under50,< 50 m,0,under100,2.42789871,NA,2.643601702,2.212195717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.012983893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.24719668,72.23421279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,remain,0,,,3,0,0,0,3,611,0,0,0,611,,,,,,
19050a,ak,yes,yes,2019,19050,a,11,6,6,GM,7/15/2019,NA,7/17/2019,2,GM,y,none,NA,,habitatutilization,86.5,30.27777778,cloudy,1.5,2.4135,N,11:18:00,11:26:50,0:08:50,530,13,vegetative wild bergamot,fly,NA,fly,Responsive,prairie,rich,4751726.456,525694.501,525868.1691,4751959.203,na,290.3993371,36.72908057,309.6743155,over50,> 50 m,1,over100,44.23918792,72.22113823,5.551251657,1.891344009,1.706172617,3.107733743,0.650439267,1.792198674,294.9751755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3377814,-63.38552282,101.3668045,-27.11576346,-40.59071309,-99.04626948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.9020406,163.239822,99.85429915,201.2211036,174.1053402,133.5146271,34.46835759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,remain,0,153,,8,0,0,0,8,154,0,0,0,154,294.9751755,153,6,rich,rich,yes
19051a,al,no,yes,2019,19051,a,11,6,6,GM,7/15/2019,0.3269,7/16/2019,1,GM,y,transmitter,90,bent,habitatutilization,84.2,29,mostly clear,5.3,8.5277,NNE,11:10:00,11:45:00,0:35:00,2100,4,grass,fly,NA,fly,Responsive,prairie,rich,4751721.502,525679.8483,525704.1479,4751827.367,prairie,108.6179948,12.92739486,110.4027027,over50,> 50 m,1,under100,36.80090091,11.82655278,1.860801121,78.81789523,29.72400637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.34794848,-23.07321982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.3228892,18.97494072,355.9017209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.5,remain,0,367,,4,0,0,0,4,2030,0,0,0,2030,78.81789523,367,1,rich,rich,yes
19054a,ap,no,yes,2019,19054,a,11,6,6,GM,7/15/2019,0.4082,7/16/2019,1,GM,y,transmitter,90,bent,habitatutilization,76.2,24.55555556,mostly cloudy,2.6,4.1834,N,10:23:00,10:56:00,0:33:00,1980,3,grass,fly,NA,fly,Responsive,prairie,rich,4751721.329,525679.2939,525677.696,4751719.106,na,2.737702214,215.7087095,2.759721865,under50,< 50 m,0,under100,1.379860933,NA,0.945907903,1.813813962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.26411919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225.7538483,210.4897291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,remain,0,,,3,0,0,0,3,2002,0,0,0,2002,,,,,,
19070a,as,yes,yes,2019,19070,a,11,6,6,GM,7/17/2019,0.2378,7/19/2019,2,GM,y,transmitter,89,bent,habitatutilization,83,28.33333333,clear,4.4,7.0796,NE,0:08:30,0:31:55,0:23:25,1405,4,oxeye sunflower,fly,NA,fly,Responsive,prairie,rich,4751718.51,525688.4389,525837.7775,4751909.04,prairie,242.0820075,38.08956935,249.9439051,over50,> 50 m,2,over100,83.31463503,4.361938079,33.89902115,90.69831074,125.3465732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.36173775,22.53044974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.58156918,28.94330693,51.47375667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,remain,0,664,,4,0,0,0,4,699,0,0,0,699,90.69831074,664,1,rich,rich,yes
19074a,aw,yes,yes,2019,19074,a,11,6,6,GM,7/17/2019,0.3991,7/20/2019,3,GM,y,none,NA,,habitatutilization,81.6,27.55555556,cloudy,6,9.654,NE,8:33:00,9:33:00,1:00:00,3600,8,wild bergamot,fly,NA,fly,Responsive,prairie,rich,4751699.88,525658.0664,525668.3935,4751699.038,na,10.36136856,94.66118949,23.73188523,under50,< 50 m,0,under100,3.390269318,96.69027364,1.543358533,3.9053313,1.692732256,4.180586711,5.746501392,1.652588575,5.010786461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.09329131,170.058991,-24.2005098,165.9886807,44.39624942,-63.9284304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.0994289,138.1927202,308.2517113,284.0512015,90.0398822,134.4361316,70.50770122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,remain,0,,,8,0,0,0,8,3542,0,0,0,3542,,,,,,
19078a,ay,no,yes,2019,19078,a,11,6,6,GM,7/18/2019,0.2621,7/20/2019,2,GM,y,transmitter,89,bent,habitatutilization,86.3,30.16666667,cloudy,4.4,7.0796,NE,10:26:00,10:56:00,0:30:00,1800,1,grass,fly,NA,fly,Responsive,prairie,rich,4751701.05,525658.9494,525658.0297,4751699.977,prairie,1.413215161,220.6008549,1.413215161,under50,< 50 m,0,under100,1.413215161,NA,1.413215161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.6008549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,remain,0,,,3,0,0,0,3,1796,0,0,0,1796,,,,,,
19147a,ci,yes,yes,2019,19147,a,12,2,7,GM,7/26/2019,0.4876,7/28/2019,2,GM,y,none,NA,,habitatutilization,73.2,22.88888889,mostly cloudy,6.8,10.9412,N,8:40:00,9:40:00,1:00:00,3600,10,wild bergamot,fly,NA,fly,Responsive,prairie,rich,4751791.264,525517.0347,525504.2242,4751767.212,na,27.25082777,208.0405161,52.74852957,under50,< 50 m,0,under100,5.274852957,63.72921158,0.611158482,0.611158482,2.914379007,2.367625258,11.47609969,6.230024771,1.514343435,7.476271033,17.62083912,1.926630294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.141592654,-10.52378061,-111.9893554,-125.7101647,29.35326383,44.70130082,32.0842045,20.33773633,-55.65180433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.447826,11.44782597,0.924045353,248.93469,123.2245252,152.5777891,197.2790899,229.3632944,249.7010307,194.0492264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,remain,0,,,11,0,2,0,9,3506,0,715,0,2791,,,,,,
20009a,ec,no,yes,2020,20009,a,,12,12,barb,6/22/2020,0.1735,6/24/2020,2,west,n,transmitter,164.859,straight,roadside,70,21.11111111,clear,2.5,4.0225,SE,8:39:00,9:29:00,0:50:00,3000,16,corn,fly,NA,fly,Responsive,west,poor,4646764.351,445432.667,4646754.799,445392.172,crop,41.60631838,256.7276238,239.2324053,over50,> 50 m,1,under100,15.94882702,60.40770388,5.541442772,20.79187978,9.627314112,71.15014845,22.18183698,13.2305187,5.95541745,39.74879838,9.775966141,3.304573346,3.723388913,4.615695939,15.31368146,9.311166898,4.960575975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-162.9508925,-31.32253362,-19.26233592,-123.6213736,-57.16128009,-20.06780732,33.60067737,41.44656244,-23.76849679,50.20586256,-15.41022322,-55.00113977,24.16348101,0.295864678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.3841178,64.43322537,33.11069175,13.84835583,250.2269822,193.0657021,172.9978948,206.5985722,248.0451346,224.2766378,274.4825004,259.0722772,204.0711374,228.2346184,228.5304831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,cross,5,1703,596,16,7,5,2,2,2874,592,1157,685,440,71.15014845,1703,3,rich,rich,no
20010a,ed,yes,yes,2020,20010,a,,12,12,barb,6/22/2020,NA,6/24/2020,2,west,n,transmitter,164.859,straight,roadside,76,24.44444444,mostly cloudy,6.8,10.9412,SE,11:28:00,11:48:00,0:20:00,1200,4,bare ground,fly,NA,fly,Responsive,west,poor,4646765.323,445432.486,4646796.063,445524.431,prairie,96.94756637,71.51365646,106.1710869,over50,> 50 m,1,under100,35.39036231,141.0071623,21.27088971,1.499813988,83.40038322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-128.0577801,71.35646127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.5012525,350.4434724,61.79993365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,cross,2,1130,622,4,0,0,1,3,1131,0,0,622,509,83.40038322,1130,2,rich,exit,no
20011a,ef,yes,yes,2020,20011,a,,12,12,barb,6/22/2020,0.2476,6/24/2020,2,west,n,transmitter,164.859,straight,roadside,77,25,mostly clear,4.5,7.2405,SSE,10:54:00,11:03:00,0:09:00,540,8,corn,fly,NA,fly,Responsive,west,poor,4646764.987,445432.467,4646786.17,445352.56,crop,82.66709223,284.8473489,92.26077894,under50,< 50 m,0,under100,13.18011128,45.86363979,5.364608933,4.981882576,2.243224911,11.07857197,10.58614514,8.990087485,49.01625792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17.93588669,-21.00455286,-22.39198915,73.26756445,10.60779565,-63.67400016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313.2098535,295.2739668,274.269414,251.8774248,325.1449893,335.7527849,272.0787847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.5,cross,1,,288,8,6,1,1,0,499,175,36,288,0,,,,,,
